created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2020-10-30 15:40:00 UTC,78.58,126.97,135.98,15415.00,-65.00,60.00,26.00,83.61,
2020-11-16 15:20:00 UTC,4.62,6.55,8.64,23343.00,-60.00,49.00,55.00,6.55
2020-11-16 15:30:00 UTC,4.09,6.95,8.67,23345.00,-61.00,49.00,55.00,6.95,
2020-11-16 15:20:00 UTC,4.62,6.55,8.64,23343.00,-60.00,49.00,55.00,6.55
2020-11-16 15:30:00 UTC,4.09,6.95,8.67,23345.00,-61.00,49.00,55.00,6.95
